--------------------------Start  SMS_EMOA  optimization--------------------------
Trial 15 finished with value: 0.6305348392379996 and parameters: {'crossover_prob': 0.9862815078582822, 'crossover_eta': 7, 'mutation_prob': 0.3676323131993532, 'mutation_eta': 21, 'sampling': 'LHS'}. Best is trial 15 with value: 0.6305348392379996.
Trial 30 finished with value: 0.70383009062996 and parameters: {'crossover_prob': 0.9925655245175858, 'crossover_eta': 13, 'mutation_prob': 0.06155354692145332, 'mutation_eta': 26, 'sampling': 'LHS'}. Best is trial 15 with value: 0.6305348392379996.
Trial 32 finished with value: 0.6536322120224918 and parameters: {'crossover_prob': 0.9905127152080502, 'crossover_eta': 11, 'mutation_prob': 0.022483635412418934, 'mutation_eta': 26, 'sampling': 'LHS'}. Best is trial 15 with value: 0.6305348392379996.
Trial 31 finished with value: 0.6274201288990674 and parameters: {'crossover_prob': 0.981193411662375, 'crossover_eta': 12, 'mutation_prob': 0.017726486910476957, 'mutation_eta': 26, 'sampling': 'LHS'}. Best is trial 31 with value: 0.6274201288990674.
Trial 31 finished with best value: 0.6274201288990674 and parameters: {'crossover_prob': 0.981193411662375, 'crossover_eta': 12, 'mutation_prob': 0.017726486910476957, 'mutation_eta': 26, 'sampling': 'LHS'}. 
Trial 35 finished with value: 0.7131797129493407 and parameters: {'crossover_prob': 0.9922271198797357, 'crossover_eta': 10, 'mutation_prob': 0.2763384217034506, 'mutation_eta': 25, 'sampling': 'LHS'}. Best is trial 31 with value: 0.6274201288990674.
Trial 19 finished with value: 0.8222106359950603 and parameters: {'crossover_prob': 0.32775057122025897, 'crossover_eta': 9, 'mutation_prob': 0.3582624816949992, 'mutation_eta': 7, 'sampling': 'LHS'}. Best is trial 31 with value: 0.6274201288990674.
Trial 34 finished with value: 0.662814134105502 and parameters: {'crossover_prob': 0.9770029255817194, 'crossover_eta': 9, 'mutation_prob': 0.2585690010405374, 'mutation_eta': 25, 'sampling': 'LHS'}. Best is trial 31 with value: 0.6274201288990674.
Trial 33 finished with value: 0.6664530486560426 and parameters: {'crossover_prob': 0.9816469028363344, 'crossover_eta': 10, 'mutation_prob': 0.10179143412583314, 'mutation_eta': 16, 'sampling': 'LHS'}. Best is trial 31 with value: 0.6274201288990674.
Trial 36 finished with value: 0.7277891187900977 and parameters: {'crossover_prob': 0.8181564974738842, 'crossover_eta': 9, 'mutation_prob': 0.0028068459527390566, 'mutation_eta': 15, 'sampling': 'LHS'}. Best is trial 31 with value: 0.6274201288990674.
Trial 37 finished with value: 0.750840732783906 and parameters: {'crossover_prob': 0.8234711344863492, 'crossover_eta': 9, 'mutation_prob': 0.18391819219855066, 'mutation_eta': 16, 'sampling': 'LHS'}. Best is trial 31 with value: 0.6274201288990674.
Trial 24 finished with value: 0.7360513076166498 and parameters: {'crossover_prob': 0.338889915563658, 'crossover_eta': 12, 'mutation_prob': 0.26143560432010293, 'mutation_eta': 13, 'sampling': 'LHS'}. Best is trial 31 with value: 0.6274201288990674.
Trial 38 finished with value: 0.6940974048418704 and parameters: {'crossover_prob': 0.8145815131018562, 'crossover_eta': 9, 'mutation_prob': 0.04095954648762497, 'mutation_eta': 15, 'sampling': 'LHS'}. Best is trial 31 with value: 0.6274201288990674.
Trial 39 finished with value: 0.7014064657764114 and parameters: {'crossover_prob': 0.825548171180354, 'crossover_eta': 9, 'mutation_prob': 0.1812616890283244, 'mutation_eta': 17, 'sampling': 'LHS'}. Best is trial 31 with value: 0.6274201288990674.
Trial 40 finished with value: 0.6794960760448053 and parameters: {'crossover_prob': 0.8382315097509841, 'crossover_eta': 9, 'mutation_prob': 0.1829647018785823, 'mutation_eta': 18, 'sampling': 'LHS'}. Best is trial 31 with value: 0.6274201288990674.
Trial 16 finished with value: 0.759577321290725 and parameters: {'crossover_prob': 0.22019609142000907, 'crossover_eta': 18, 'mutation_prob': 0.17904975558289093, 'mutation_eta': 3, 'sampling': 'LHS'}. Best is trial 31 with value: 0.6274201288990674.
Trial 41 finished with value: 0.721145970537538 and parameters: {'crossover_prob': 0.8120259905986742, 'crossover_eta': 8, 'mutation_prob': 0.17269290679708016, 'mutation_eta': 16, 'sampling': 'LHS'}. Best is trial 31 with value: 0.6274201288990674.
Trial 42 finished with value: 0.7695602986986361 and parameters: {'crossover_prob': 0.8210461543995828, 'crossover_eta': 9, 'mutation_prob': 0.1708336215437169, 'mutation_eta': 17, 'sampling': 'LHS'}. Best is trial 31 with value: 0.6274201288990674.
Trial 47 finished with value: 0.6226767852337265 and parameters: {'crossover_prob': 0.9010501176632477, 'crossover_eta': 7, 'mutation_prob': 0.15537225288541473, 'mutation_eta': 17, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 47 finished with best value: 0.6226767852337265 and parameters: {'crossover_prob': 0.9010501176632477, 'crossover_eta': 7, 'mutation_prob': 0.15537225288541473, 'mutation_eta': 17, 'sampling': 'LHS'}. 
Trial 43 finished with value: 0.7915672665484644 and parameters: {'crossover_prob': 0.8733612253041166, 'crossover_eta': 8, 'mutation_prob': 0.14397994995783853, 'mutation_eta': 17, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 46 finished with value: 0.7432870541682844 and parameters: {'crossover_prob': 0.9004334206638815, 'crossover_eta': 8, 'mutation_prob': 0.13743703819908773, 'mutation_eta': 18, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 48 finished with value: 0.6896405483539104 and parameters: {'crossover_prob': 0.8933998938808579, 'crossover_eta': 7, 'mutation_prob': 0.14144161437481284, 'mutation_eta': 23, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 45 finished with value: 0.6730644378455068 and parameters: {'crossover_prob': 0.8211809747573888, 'crossover_eta': 8, 'mutation_prob': 0.13514314428790164, 'mutation_eta': 23, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 44 finished with value: 0.6316678067751267 and parameters: {'crossover_prob': 0.7742063601248828, 'crossover_eta': 9, 'mutation_prob': 0.1354807263150576, 'mutation_eta': 24, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 51 finished with value: 0.7398674339267257 and parameters: {'crossover_prob': 0.9007463403094347, 'crossover_eta': 16, 'mutation_prob': 0.11540726316442029, 'mutation_eta': 19, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 50 finished with value: 0.7255833315028173 and parameters: {'crossover_prob': 0.9061585632053137, 'crossover_eta': 7, 'mutation_prob': 0.1021988184173207, 'mutation_eta': 23, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 53 finished with value: 0.725759853337789 and parameters: {'crossover_prob': 0.9107480744609112, 'crossover_eta': 16, 'mutation_prob': 0.4419446589180763, 'mutation_eta': 23, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 49 finished with value: 0.6628595311698298 and parameters: {'crossover_prob': 0.8865707920440521, 'crossover_eta': 7, 'mutation_prob': 0.15970879824166817, 'mutation_eta': 18, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 52 finished with value: 0.6546827262554377 and parameters: {'crossover_prob': 0.8982103687678245, 'crossover_eta': 7, 'mutation_prob': 0.1235773137516134, 'mutation_eta': 19, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 54 finished with value: 0.7119759567144484 and parameters: {'crossover_prob': 0.9154170240662444, 'crossover_eta': 15, 'mutation_prob': 0.11605924746206375, 'mutation_eta': 23, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 55 finished with value: 0.6951262590474423 and parameters: {'crossover_prob': 0.9108778141833986, 'crossover_eta': 6, 'mutation_prob': 0.4608032016102877, 'mutation_eta': 23, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 56 finished with value: 0.6232241546495183 and parameters: {'crossover_prob': 0.9254693623760248, 'crossover_eta': 3, 'mutation_prob': 0.09638824654387435, 'mutation_eta': 19, 'sampling': 'FloatRandomSampling'}. Best is trial 47 with value: 0.6226767852337265.
Trial 58 finished with value: 0.7088860146301037 and parameters: {'crossover_prob': 0.9040471481793942, 'crossover_eta': 7, 'mutation_prob': 0.08924650662838565, 'mutation_eta': 19, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 57 finished with value: 0.6320986896130719 and parameters: {'crossover_prob': 0.9124070978021528, 'crossover_eta': 3, 'mutation_prob': 0.1073988605796538, 'mutation_eta': 23, 'sampling': 'FloatRandomSampling'}. Best is trial 47 with value: 0.6226767852337265.
Trial 60 finished with value: 0.6739710919668088 and parameters: {'crossover_prob': 0.9176920665557834, 'crossover_eta': 3, 'mutation_prob': 0.4321387929840793, 'mutation_eta': 23, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 59 finished with value: 0.6961752985985966 and parameters: {'crossover_prob': 0.9156675518606514, 'crossover_eta': 6, 'mutation_prob': 0.10039352714054374, 'mutation_eta': 23, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 61 finished with value: 0.7074714810852253 and parameters: {'crossover_prob': 0.9337497906693735, 'crossover_eta': 3, 'mutation_prob': 0.08435227570330739, 'mutation_eta': 23, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 62 finished with value: 0.7270256198746695 and parameters: {'crossover_prob': 0.925772922386826, 'crossover_eta': 15, 'mutation_prob': 0.45075102558060415, 'mutation_eta': 20, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 63 finished with value: 0.6888609282765779 and parameters: {'crossover_prob': 0.9355751469375513, 'crossover_eta': 3, 'mutation_prob': 0.08089704795946678, 'mutation_eta': 28, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 66 finished with value: 0.7449575143428502 and parameters: {'crossover_prob': 0.9420729283892085, 'crossover_eta': 3, 'mutation_prob': 0.07730781515314683, 'mutation_eta': 28, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 64 finished with value: 0.6379751518858102 and parameters: {'crossover_prob': 0.7461506719482297, 'crossover_eta': 5, 'mutation_prob': 0.22905900504949595, 'mutation_eta': 28, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 23 finished with value: 0.9723488232223046 and parameters: {'crossover_prob': 0.14696890268085705, 'crossover_eta': 22, 'mutation_prob': 0.0995743721361011, 'mutation_eta': 27, 'sampling': 'FloatRandomSampling'}. Best is trial 47 with value: 0.6226767852337265.
Trial 67 finished with value: 0.6633359577763097 and parameters: {'crossover_prob': 0.7530064811660718, 'crossover_eta': 5, 'mutation_prob': 0.07527275741252279, 'mutation_eta': 28, 'sampling': 'LHS'}. Best is trial 47 with value: 0.6226767852337265.
Trial 65 finished with value: 0.6210261591446181 and parameters: {'crossover_prob': 0.6970449243534962, 'crossover_eta': 5, 'mutation_prob': 0.07172683969162487, 'mutation_eta': 28, 'sampling': 'LHS'}. Best is trial 65 with value: 0.6210261591446181.
Trial 65 finished with best value: 0.6210261591446181 and parameters: {'crossover_prob': 0.6970449243534962, 'crossover_eta': 5, 'mutation_prob': 0.07172683969162487, 'mutation_eta': 28, 'sampling': 'LHS'}. 
Trial 68 finished with value: 0.647210829050985 and parameters: {'crossover_prob': 0.7562208312265811, 'crossover_eta': 5, 'mutation_prob': 0.07847573205361658, 'mutation_eta': 21, 'sampling': 'LHS'}. Best is trial 65 with value: 0.6210261591446181.
Trial 72 finished with value: 0.6883536567931458 and parameters: {'crossover_prob': 0.9420076093134032, 'crossover_eta': 3, 'mutation_prob': 0.05431346363297965, 'mutation_eta': 28, 'sampling': 'FloatRandomSampling'}. Best is trial 65 with value: 0.6210261591446181.
Trial 70 finished with value: 0.655534536201121 and parameters: {'crossover_prob': 0.7610742361173368, 'crossover_eta': 3, 'mutation_prob': 0.07622175828671736, 'mutation_eta': 29, 'sampling': 'LHS'}. Best is trial 65 with value: 0.6210261591446181.
Trial 69 finished with value: 0.6680342172292604 and parameters: {'crossover_prob': 0.7570000193885443, 'crossover_eta': 3, 'mutation_prob': 0.06867005034908187, 'mutation_eta': 21, 'sampling': 'LHS'}. Best is trial 65 with value: 0.6210261591446181.
Trial 71 finished with value: 0.6618825051091413 and parameters: {'crossover_prob': 0.764874112158223, 'crossover_eta': 3, 'mutation_prob': 0.06405064618535104, 'mutation_eta': 28, 'sampling': 'FloatRandomSampling'}. Best is trial 65 with value: 0.6210261591446181.
Trial 74 finished with value: 0.694670763188603 and parameters: {'crossover_prob': 0.7608182994955051, 'crossover_eta': 5, 'mutation_prob': 0.06485155284198911, 'mutation_eta': 21, 'sampling': 'FloatRandomSampling'}. Best is trial 65 with value: 0.6210261591446181.
Trial 75 finished with value: 0.6905848889202305 and parameters: {'crossover_prob': 0.7262175797051234, 'crossover_eta': 4, 'mutation_prob': 0.22305092982056168, 'mutation_eta': 21, 'sampling': 'FloatRandomSampling'}. Best is trial 65 with value: 0.6210261591446181.
Trial 73 finished with value: 0.7143361094839547 and parameters: {'crossover_prob': 0.7235557791649582, 'crossover_eta': 3, 'mutation_prob': 0.07184952638824205, 'mutation_eta': 21, 'sampling': 'FloatRandomSampling'}. Best is trial 65 with value: 0.6210261591446181.
Trial 76 finished with value: 0.7510946667099919 and parameters: {'crossover_prob': 0.7643866960249086, 'crossover_eta': 5, 'mutation_prob': 0.06470782169618819, 'mutation_eta': 27, 'sampling': 'FloatRandomSampling'}. Best is trial 65 with value: 0.6210261591446181.
Trial 77 finished with value: 0.6168431919374197 and parameters: {'crossover_prob': 0.7595329773789643, 'crossover_eta': 5, 'mutation_prob': 0.06751701492505702, 'mutation_eta': 28, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 77 finished with best value: 0.6168431919374197 and parameters: {'crossover_prob': 0.7595329773789643, 'crossover_eta': 5, 'mutation_prob': 0.06751701492505702, 'mutation_eta': 28, 'sampling': 'FloatRandomSampling'}. 
Trial 78 finished with value: 0.7029851508623379 and parameters: {'crossover_prob': 0.7448765131008837, 'crossover_eta': 5, 'mutation_prob': 0.2300216150773844, 'mutation_eta': 29, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 79 finished with value: 0.7215467181745641 and parameters: {'crossover_prob': 0.7583073083486251, 'crossover_eta': 5, 'mutation_prob': 0.21584298564376747, 'mutation_eta': 22, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 80 finished with value: 0.7660691589847827 and parameters: {'crossover_prob': 0.7395814337746415, 'crossover_eta': 5, 'mutation_prob': 0.22431976436960865, 'mutation_eta': 21, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 82 finished with value: 0.6884604633588906 and parameters: {'crossover_prob': 0.8610907486311786, 'crossover_eta': 5, 'mutation_prob': 0.22532955479857597, 'mutation_eta': 21, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 83 finished with value: 0.6703956888696104 and parameters: {'crossover_prob': 0.8585563180171546, 'crossover_eta': 4, 'mutation_prob': 0.215463454496305, 'mutation_eta': 21, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 81 finished with value: 0.8208436080350913 and parameters: {'crossover_prob': 0.7656795997866593, 'crossover_eta': 5, 'mutation_prob': 0.2132500334483517, 'mutation_eta': 21, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 85 finished with value: 0.7160099003912485 and parameters: {'crossover_prob': 0.859858989037949, 'crossover_eta': 5, 'mutation_prob': 0.21875560475546862, 'mutation_eta': 21, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 84 finished with value: 0.6620946606635418 and parameters: {'crossover_prob': 0.8510607386834471, 'crossover_eta': 4, 'mutation_prob': 0.04715029133951251, 'mutation_eta': 20, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 86 finished with value: 0.7236934896517977 and parameters: {'crossover_prob': 0.7010786393995498, 'crossover_eta': 4, 'mutation_prob': 0.21675201035448502, 'mutation_eta': 30, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 87 finished with value: 0.657881982468275 and parameters: {'crossover_prob': 0.6886362484162438, 'crossover_eta': 4, 'mutation_prob': 0.22169837392746328, 'mutation_eta': 24, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 91 finished with value: 0.7186147694677427 and parameters: {'crossover_prob': 0.8600744167611906, 'crossover_eta': 5, 'mutation_prob': 0.22952049693643062, 'mutation_eta': 24, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 92 finished with value: 0.6876318815793124 and parameters: {'crossover_prob': 0.8601111187458106, 'crossover_eta': 4, 'mutation_prob': 0.20649322657242455, 'mutation_eta': 24, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 94 finished with value: 0.7457306094718242 and parameters: {'crossover_prob': 0.8624183385755135, 'crossover_eta': 4, 'mutation_prob': 0.020277326334520923, 'mutation_eta': 24, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 89 finished with value: 0.7779083497049315 and parameters: {'crossover_prob': 0.6894492039395187, 'crossover_eta': 4, 'mutation_prob': 0.21769335511553134, 'mutation_eta': 30, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 88 finished with value: 0.6593514200734436 and parameters: {'crossover_prob': 0.6811199255813838, 'crossover_eta': 5, 'mutation_prob': 0.009533868066202836, 'mutation_eta': 30, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 90 finished with value: 0.6309285840529507 and parameters: {'crossover_prob': 0.6691379760064113, 'crossover_eta': 6, 'mutation_prob': 0.20723521676447226, 'mutation_eta': 24, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 93 finished with value: 0.7043361092952777 and parameters: {'crossover_prob': 0.6793766086384859, 'crossover_eta': 6, 'mutation_prob': 0.019032195131048396, 'mutation_eta': 30, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 95 finished with value: 0.6706329564816788 and parameters: {'crossover_prob': 0.6908165914758804, 'crossover_eta': 4, 'mutation_prob': 0.016344311770075826, 'mutation_eta': 30, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 96 finished with value: 0.6544674079569668 and parameters: {'crossover_prob': 0.6864911031753549, 'crossover_eta': 4, 'mutation_prob': 0.02872975761178448, 'mutation_eta': 30, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 99 finished with value: 0.6545194627949833 and parameters: {'crossover_prob': 0.7015085785495314, 'crossover_eta': 6, 'mutation_prob': 0.008126176695203269, 'mutation_eta': 24, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 97 finished with value: 0.6972539944970707 and parameters: {'crossover_prob': 0.6728822178283856, 'crossover_eta': 4, 'mutation_prob': 0.01621351918440156, 'mutation_eta': 30, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
Trial 98 finished with value: 0.672975298518138 and parameters: {'crossover_prob': 0.6478609034453298, 'crossover_eta': 6, 'mutation_prob': 0.005194065411520787, 'mutation_eta': 24, 'sampling': 'FloatRandomSampling'}. Best is trial 77 with value: 0.6168431919374197.
best params:  {'crossover_prob': 0.7595329773789643, 'crossover_eta': 5, 'mutation_prob': 0.06751701492505702, 'mutation_eta': 28, 'sampling': 'FloatRandomSampling'} best value:  0.6168431919374197
--------------------------Finish  SMS_EMOA  optimization--------------------------
