--------------------------Start MOEADGEN optimization--------------------------
Trial 5 finished with value: 1.0962805109977276 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 29}. Best is trial 5 with value: 1.0962805109977276.
Trial 5 finished with best value: 1.0962805109977276 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 29}. 
Trial 15 finished with value: 1.192037591286457 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 14}. Best is trial 5 with value: 1.0962805109977276.
Trial 7 finished with best value: 0.5788084357858465 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 24}. 
Trial 7 finished with value: 0.5788084357858465 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 24}. Best is trial 7 with value: 0.5788084357858465.
Trial 8 finished with value: 1.2399947848895183 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 17}. Best is trial 7 with value: 0.5788084357858465.
Trial 0 finished with value: 1.7952750821826298 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'weighted', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
Trial 13 finished with value: 1.143248683198787 and parameters: {'weight_generation': 'grid', 'decomposition': 'bi', 'neighbours': 25}. Best is trial 7 with value: 0.5788084357858465.
Trial 6 finished with value: 1.6755858347929877 and parameters: {'weight_generation': 'grid', 'decomposition': 'tchebycheff', 'neighbours': 24}. Best is trial 7 with value: 0.5788084357858465.
Trial 14 finished with value: 1.7168646078316894 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 12}. Best is trial 7 with value: 0.5788084357858465.
Trial 1 finished with value: 1.8313526561718128 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 30}. Best is trial 7 with value: 0.5788084357858465.
Trial 2 finished with value: 1.7595341256857442 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 19}. Best is trial 7 with value: 0.5788084357858465.
Trial 9 finished with value: 1.8703009396588548 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 26}. Best is trial 7 with value: 0.5788084357858465.
Trial 10 finished with value: 2.1115295804169705 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 13}. Best is trial 7 with value: 0.5788084357858465.
Trial 3 finished with value: 1.2881164525373567 and parameters: {'weight_generation': 'random', 'decomposition': 'weighted', 'neighbours': 22}. Best is trial 7 with value: 0.5788084357858465.
Trial 11 finished with value: 2.044618088322117 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 26}. Best is trial 7 with value: 0.5788084357858465.
Trial 4 finished with value: 2.1600094306925337 and parameters: {'weight_generation': 'grid', 'decomposition': 'bi', 'neighbours': 29}. Best is trial 7 with value: 0.5788084357858465.
Trial 12 finished with value: 1.8112950559941836 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'weighted', 'neighbours': 29}. Best is trial 7 with value: 0.5788084357858465.
Trial 17 finished with value: 1.9402802216142394 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'weighted', 'neighbours': 23}. Best is trial 7 with value: 0.5788084357858465.
Trial 20 finished with value: 1.4813653487039065 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 19}. Best is trial 7 with value: 0.5788084357858465.
Trial 18 finished with value: 1.7919399026142153 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'weighted', 'neighbours': 12}. Best is trial 7 with value: 0.5788084357858465.
Trial 19 finished with value: 2.1388972031873963 and parameters: {'weight_generation': 'grid', 'decomposition': 'tchebycheff', 'neighbours': 19}. Best is trial 7 with value: 0.5788084357858465.
Trial 16 finished with value: 1.4481315403245747 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'bi', 'neighbours': 22}. Best is trial 7 with value: 0.5788084357858465.
Trial 28 finished with value: 1.575503876073003 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 29}. Best is trial 7 with value: 0.5788084357858465.
Trial 29 finished with value: 0.7937968401485137 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 30}. Best is trial 7 with value: 0.5788084357858465.
Trial 30 finished with value: 1.0636334551335183 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 28}. Best is trial 7 with value: 0.5788084357858465.
Trial 31 finished with value: 1.4190420913420247 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 22}. Best is trial 7 with value: 0.5788084357858465.
Trial 22 finished with value: 1.379340909384325 and parameters: {'weight_generation': 'grid', 'decomposition': 'bi', 'neighbours': 16}. Best is trial 7 with value: 0.5788084357858465.
Trial 21 finished with value: 2.559599777850813 and parameters: {'weight_generation': 'random', 'decomposition': 'weighted', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
Trial 24 finished with value: 0.9930381678503577 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 13}. Best is trial 7 with value: 0.5788084357858465.
Trial 23 finished with value: 1.417349597270539 and parameters: {'weight_generation': 'grid', 'decomposition': 'tchebycheff', 'neighbours': 13}. Best is trial 7 with value: 0.5788084357858465.
Trial 25 finished with value: 1.1554259772840116 and parameters: {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 23}. Best is trial 7 with value: 0.5788084357858465.
Trial 27 finished with value: 1.2435025745650004 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 30}. Best is trial 7 with value: 0.5788084357858465.
Trial 26 finished with value: 1.3289235579087295 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 30}. Best is trial 7 with value: 0.5788084357858465.
Trial 32 finished with value: 0.7294854034392464 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 21}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 03:44:51,038] Trial 80 finished with value: 1.5175773081719524 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 23}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 03:53:48,300] Trial 81 finished with value: 1.7654981756475534 and parameters: {'weight_generation': 'grid', 'decomposition': 'bi', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 03:56:50,529] Trial 83 finished with value: 0.7920887172007806 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 25}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 03:59:10,726] Trial 82 finished with value: 1.949263536451603 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 05:08:48,904] Trial 84 finished with value: 1.0712837286528518 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 25}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 05:16:52,427] Trial 85 finished with value: 1.532173416383846 and parameters: {'weight_generation': 'random', 'decomposition': 'bi', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 05:24:37,554] Trial 86 finished with value: 0.8955763411474612 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 23}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 05:32:54,635] Trial 87 finished with value: 1.3417557575527401 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 05:50:56,023] Trial 89 finished with value: 1.367145428007802 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 05:54:52,338] Trial 88 finished with value: 2.3317357325059405 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 18}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 06:09:06,240] Trial 91 finished with value: 1.5432238899338728 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 23}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 06:13:50,749] Trial 90 finished with value: 2.0773604679978392 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 23}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 06:15:26,555] Trial 93 finished with value: 0.9226487747242269 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 28}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 06:19:55,264] Trial 94 finished with value: 1.885584602982829 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 28}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 06:20:47,230] Trial 92 finished with value: 2.038589347566946 and parameters: {'weight_generation': 'grid', 'decomposition': 'weighted', 'neighbours': 23}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 06:21:11,829] Trial 95 finished with value: 1.5181006665256322 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 23}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 06:34:38,517] Trial 96 finished with value: 1.6985734463064521 and parameters: {'weight_generation': 'grid', 'decomposition': 'tchebycheff', 'neighbours': 29}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 06:35:51,252] Trial 97 finished with value: 1.570072978580965 and parameters: {'weight_generation': 'grid', 'decomposition': 'tchebycheff', 'neighbours': 29}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 06:37:03,724] Trial 99 finished with value: 0.9853546775125208 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 28}. Best is trial 7 with value: 0.5788084357858465.
[I 2024-03-01 06:37:35,847] Trial 98 finished with value: 2.164738607838004 and parameters: {'weight_generation': 'low discrepancy', 'decomposition': 'tchebycheff', 'neighbours': 25}. Best is trial 7 with value: 0.5788084357858465.
best params:  {'weight_generation': 'random', 'decomposition': 'tchebycheff', 'neighbours': 24} best value:  0.5788084357858465
--------------------------Finish MOEADGEN optimization--------------------------
