LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
225,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:40.141,2931,INFO,nova.virt.libvirt.driver,-,[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Instance destroyed successfully.,E8,[instance: <*>] Instance destroyed successfully.,Instance destroyed successfully.,196,5,"Instance ""{instance}"" destroyed successfully.",199,8,[instance: {instance_id}] {message},198,12,[{instance}] Instance destroyed successfully.,199,9,[instance: {id}] Instance destroyed successfully.,200,13,{instance} Instance destroyed successfully.,200,10,Instance destroyed successfully.,"Instance ""<*>"" destroyed successfully.",[instance: <*>] <*>,[<*>] Instance destroyed successfully.,[instance: <*>] Instance destroyed successfully.,<*> Instance destroyed successfully.
226,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:40.157,25746,INFO,nova.osapi_compute.wsgi.server,req-96c3ec98-21a0-4af2-84a8-d4989512413e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2677610",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","{{ip_address}} ""GET {endpoint}"" status: {status} len: {len} time: {time}",239,26,"{} ""GET {} HTTP/1.1"" status: {status} len: {len} time: {time}",240,26,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2677610",239,81,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2677610",240,81,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",241,26,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",241,26,"{<*>} ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>"
227,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:40.382,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking,image {image_id} at ({path}): checking,248,13,image {id} at ({path}) checking...,248,11,image {image_id} at ({image_path}) {action},247,16,image {uuid} at ({path}): checking,248,11,{image_id} at ({path}): checking,248,13,{image_id} at {path}: checking,248,12,image <*> at (<*>): checking,image <*> at (<*>) checking...,image <*> at (<*>) <*>,image <*> at (<*>): checking,<*> at (<*>): checking,<*> at <*>: checking
228,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:40.383,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E35,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage","image {image_id} at ({path}): in use: on this node {local_instances} local, {shared_instances} on other nodes sharing this instance storage",266,39,"{""image"": {""id"": ""{id}"", ""name"": ""{name}"", ""status"": ""{status}"", ""size"": ""{size}"", ""progress"": ""{progress}"", ""availability_zone"": ""{availability_zone}"", ""created_at"": ""{created_at}"", ""updated_at"": ""{updated_at}"", ""deleted"": false}}",266,74,"image {image_id} at (/var/lib/nova/instances/_base/<image_id>) in use: on this node {local_count}, 0 on other nodes sharing this instance storage",265,46,"image {image_id} at ({path}): in use: on this node {local_count} local, {remote_count} on other nodes sharing this instance storage",266,37,"{resource} ({path}): in use: on this node {local}, {other}",266,21,"image {image_id} at {path} in use: {in_use_count} on this node {node_count} local, {shared_storage_count} on other nodes sharing this instance storage",266,46,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage","{""image"": {""id"": ""<*>"", ""name"": ""<*>"", ""status"": ""<*>"", ""size"": ""<*>"", ""progress"": ""<*>"", ""availability_zone"": ""<*>"", ""created_at"": ""<*>"", ""updated_at"": ""<*>"", ""deleted"": <*>}}","image <*> at (<*>) in use: on this node <*>, <*> on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage","<*> (<*>): in use: on this node <*>, <*>","image <*> at <*> in use: <*> on this node <*> local, <*> on other nodes sharing this instance storage"
229,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:40.597,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E27,Active base files: <*>,Active base files: {base_files},213,10,Active base files: /{instance_name}/_base/{uuid},214,16,Active base files: /var/lib/nova/instances/_base/{instance_id},213,22,Active base files: {file},214,8,Active base files: {base_path},214,10,{file_path} Active,214,8,Active base files: <*>,Active base files: <*>,Active base files: <*>,Active base files: <*>,Active base files: <*>,<*> Active
230,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:40.859,2931,INFO,nova.virt.libvirt.driver,req-31d09752-6f82-4fc5-ac97-416b9c865af4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Deleting instance files /var/lib/nova/instances/b562ef10-ba2d-48ae-bf4a-18666cba4a51_del,E4,[instance: <*>] Deleting instance files <*>,Deleting instance files {instance_id},242,11,[instance:{uuid}] Deleting instance files /var/lib/nova/instances/{uuid}_del,244,25,[instance: {instance_id}] Deleting instance files {instance_files},243,19,[{instance_id}] Deleting instance files {path},244,14,[{resource}] {action} {target},244,10,Deleting instance files {instance_id},244,10,Deleting instance files <*>,[instance:<*>] Deleting instance files <*>,[instance: <*>] Deleting instance files <*>,[<*>] Deleting instance files <*>,[<*>] <*> <*>,Deleting instance files <*>
231,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:40.861,2931,INFO,nova.virt.libvirt.driver,req-31d09752-6f82-4fc5-ac97-416b9c865af4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Deletion of /var/lib/nova/instances/b562ef10-ba2d-48ae-bf4a-18666cba4a51_del complete,E5,[instance: <*>] Deletion of <*> complete,Deletion of {instance_path} complete,242,11,[{instance_id}] Deletion of {path}/{instance_name} complete,244,19,[instance: {instance_id}] Deletion of {instance_path} complete,243,19,[{instance}] Deletion of {path} complete,244,12,[{id}] {action} of {path} complete,244,13,[instance: {instance_id}] {event} of {resource_type} {resource_id} complete,244,25,Deletion of <*> complete,[<*>] Deletion of <*>/<*> complete,[instance: <*>] Deletion of <*> complete,[<*>] Deletion of <*> complete,[<*>] <*> of <*> complete,[instance: <*>] <*> of <*> <*> complete
232,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:40.979,2931,INFO,nova.compute.manager,req-31d09752-6f82-4fc5-ac97-416b9c865af4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Took 1.05 seconds to destroy the instance on the hypervisor.,E14,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,"Took {time} seconds to destroy the instance on the hypervisor.'

The template of '2017-03-28 10:32:12.123 -0500 PDT, debug: [1234567890] [client 127.0.0.1] Log level set to DEBUG' is 'Log level set to DEBUG",209,93,Instance [instance:] was destroyed on the hypervisor after taking {duration:.2f} seconds.,211,22,[instance: {instance_id}] Took {time} seconds to destroy the instance on the hypervisor.,210,24,[{instance}] Took {time} seconds to destroy the instance on the hypervisor.,211,19,[instance: {id}] Took {seconds} seconds to destroy the instance on the hypervisor.,212,23,[instance: {instance_id}] Took {time} seconds to destroy the instance on the hypervisor.,212,25,"Took <*> seconds to destroy the instance on the hypervisor.' The template of '<*>-<*>-<*> <*> -<*> PDT, debug: [<*>] [client <*>] Log level set to DEBUG' is 'Log level set to DEBUG",Instance [instance:] was destroyed on the hypervisor after taking <*> seconds.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,[<*>] Took <*> seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.
233,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:41.372,25746,INFO,nova.osapi_compute.wsgi.server,req-40c6c6d9-caf9-426e-b739-a5562aa4043a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.2106130",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","{{ip_address}} ""GET {endpoint}"" status: {status} len: {len} time: {time}",239,26,"10.11.10.1 ""GET /v2/{endpoint}"" status: {status} len: {len} time: {time}",240,34,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",239,26,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.2106130",240,81,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",241,26,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",241,26,"{<*>} ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>"
234,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:41.435,2931,INFO,nova.compute.manager,req-31d09752-6f82-4fc5-ac97-416b9c865af4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Took 0.45 seconds to deallocate network for instance.,E13,[instance: <*>] Took <*> seconds to deallocate network for instance.,"Took {time} seconds to deallocate network for instance.'

The template of '2017-03-28 09:59:52.593 27858 WARN 64 --- [nio-8080-exec-8] o.s.c.s.DefaultServerConnectionFactory : Boot failed with exception java.lang.IllegalArgumentException: Invalid character found in the request target. The valid characters are defined in RFC 7230 and RFC 3986' is 'Boot failed with exception {exception}",208,133,[{instance}] Took {duration} seconds to deallocate network for instance.,210,18,[instance: {instance_id}] Took {duration} seconds to deallocate network for instance.,209,23,[{instance}] Took {seconds} seconds to deallocate network for instance.,210,18,[instance: {id}] Took {time} seconds to deallocate network for instance.,210,21,[instance: {instance_id}] Took {seconds} seconds to deallocate network for instance.,210,23,Took <*> seconds to deallocate network for instance.' The template of '<*>-<*>-<*> <*> <*> WARN <*> --- [nio-<*>-exec-<*>] o.s.c.s.DefaultServerConnectionFactory : Boot failed with exception java.lang.IllegalArgumentException: Invalid character found in the request target. The valid characters are defined in RFC <*> and RFC <*>' is 'Boot failed with exception <*>,[<*>] Took <*> seconds to deallocate network for instance.,[instance: <*>] Took <*> seconds to deallocate network for instance.,[<*>] Took <*> seconds to deallocate network for instance.,[instance: <*>] Took <*> seconds to deallocate network for instance.,[instance: <*>] Took <*> seconds to deallocate network for instance.
235,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:42.476,25746,INFO,nova.osapi_compute.wsgi.server,req-4cb2bae3-c745-454c-bdca-bd5f7c53340f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.0977290",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.0977290",238,80,"{} ""GET {} HTTP/1.1"" status: {} len: {} time: {}",239,20,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.0977290",238,80,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.0977290",239,80,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",240,26,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",240,26,"<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>"
236,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:43.495,25746,INFO,nova.api.openstack.wsgi,req-a0893d5a-dc60-4c49-82e5-b9f7dfc2f6ab f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,HTTP exception thrown: No instances found for any event,E33,HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any {event},169,13,HTTP exception thrown: No instances found for any event,170,11,HTTP exception thrown: {exception},169,8,HTTP exception thrown: {message},170,8,HTTP exception thrown: {exception},170,8,"{exception}.'

The template of 'No instances found for any event' is '{message}.'

The template of '[{""id"":""54fadb412c4e40cdbaed9335e4c35a9e"",""type"":""aws-ecs-service"",""metadata"":{""name"":""MyService""},""spec"":{""desiredCount"":1,""taskDefinition"":{""family"":""myTaskDefinition"",""revisionId"":""0""}}}]' is '{{#data}} {{.}} {{/data}}",170,131,HTTP exception thrown: No instances found for any <*>,HTTP exception thrown: No instances found for any event,HTTP exception thrown: <*>,HTTP exception thrown: <*>,HTTP exception thrown: <*>,"<*>.' The template of 'No instances found for any event' is '<*>.' The template of '[{""id"":""54fadb412c4e40cdbaed9335e4c35a9e"",""type"":""aws-ecs-service"",""metadata"":{""name"":""MyService""},""spec"":{""desiredCount"":<*>,""taskDefinition"":{""family"":""myTaskDefinition"",""revisionId"":""<*>""}}}]' is '{<*>} {<*>} {{<*>}}"
237,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:43.497,25746,INFO,nova.osapi_compute.wsgi.server,req-a0893d5a-dc60-4c49-82e5-b9f7dfc2f6ab f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.1146111",E26,"<*> ""POST <*>"" status: <*> len: <*> time: <*>","{{ip_address}} ""POST {endpoint}"" status: {status} len: {len} time: {time}",244,26,"10.11.10.1 ""POST {endpoint}"" status: {status} len: {len} time: {time}",245,31,"{""error_code"": 404, ""message"": ""The server has not found anything matching the Request-URI."",""status"": ""404 Not Found"",""headers"":{""Content-Type"":""text/plain""}}",244,48,"{""GET"": ""{endpoint}"", ""POST"": ""{endpoint}""} status: {status} len: {len} time: {time}",245,29,"{ip_address} ""POST {endpoint}"" status: {status} len: {len} time: {time}",245,26,"{ip_address} ""POST {endpoint}"" status: {status} len: {len} time: {time}",245,26,"{<*>} ""POST <*>"" status: <*> len: <*> time: <*>","<*> ""POST <*>"" status: <*> len: <*> time: <*>","{""error_code"": <*>, ""message"": ""The server has not found anything matching the Request-URI."",""status"": ""<*> Not Found"",""headers"":{""Content-Type"":""text/plain""}}","{""GET"": ""<*>"", ""POST"": ""<*>""} status: <*> len: <*> time: <*>","<*> ""POST <*>"" status: <*> len: <*> time: <*>","<*> ""POST <*>"" status: <*> len: <*> time: <*>"
238,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:45.116,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E42,Unknown base file: <*>,Unknown base file: {base_file},213,10,Unknown base file: {file},214,8,Unknown base file: {base_file},213,10,Unknown base file: {path},214,8,Unknown base file: {path},214,8,Unknown base file: {file},214,8,Unknown base file: <*>,Unknown base file: <*>,Unknown base file: <*>,Unknown base file: <*>,Unknown base file: <*>,Unknown base file: <*>
239,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:45.117,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E36,Removable base files: <*>,Removable base files: {base_file_path},215,14,Removable base files: {path},216,10,Removable base files: {base_files},215,12,Removable base files: {path},216,10,Removable base files: /var/lib/nova/instances/_base/{instance_id},216,24,Removable base files: {path},216,10,Removable base files: <*>,Removable base files: <*>,Removable base files: <*>,Removable base files: <*>,Removable base files: <*>,Removable base files: <*>
240,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:45.119,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E29,Base or swap file too young to remove: <*>,Base or swap file too young to remove: {file_path},218,15,File too young to remove: {path}.,219,10,Base or swap file too young to remove: {file_name},218,15,Base or swap file too young to remove: {path},219,13,Base or swap file too young to remove: {file_path},219,15,Base or swap file too young to remove: {file},219,13,Base or swap file too young to remove: <*>,File too young to remove: <*>.,Base or swap file too young to remove: <*>,Base or swap file too young to remove: <*>,Base or swap file too young to remove: <*>,Base or swap file too young to remove: <*>
241,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:50.149,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E42,Unknown base file: <*>,Unknown base file: {base_file},213,10,Unknown base file: {file},214,8,Unknown base file: {base_file},213,10,Unknown base file: {path},214,8,Unknown base file: {path},214,8,Unknown base file: {file},214,8,Unknown base file: <*>,Unknown base file: <*>,Unknown base file: <*>,Unknown base file: <*>,Unknown base file: <*>,Unknown base file: <*>
242,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:50.150,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E36,Removable base files: <*>,Removable base files: {base_file_path},215,14,Removable base files: {path},216,10,Removable base files: {base_files},215,12,Removable base files: {path},216,10,Removable base files: /var/lib/nova/instances/_base/{instance_id},216,24,Removable base files: {path},216,10,Removable base files: <*>,Removable base files: <*>,Removable base files: <*>,Removable base files: <*>,Removable base files: <*>,Removable base files: <*>
243,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:50.152,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E37,Removing base or swap file: <*>,Removing base or swap file: {file_path},216,13,Removing base or swap file: {file_path},217,13,Removing base or swap file: {file_name},216,13,Removing base or swap file: {path},217,11,Removing base or swap file: {path},217,11,Removing base or swap file: {file},217,11,Removing base or swap file: <*>,Removing base or swap file: <*>,Removing base or swap file: <*>,Removing base or swap file: <*>,Removing base or swap file: <*>,Removing base or swap file: <*>
244,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:52.949,25746,INFO,nova.osapi_compute.wsgi.server,req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.4586949",E26,"<*> ""POST <*>"" status: <*> len: <*> time: <*>","{{ip_address}} ""POST {endpoint}"" status: {status} len: {len} time: {time}",236,26,"IP address: {ip_address} ""POST {endpoint}/{server_id} HTTP/1.1"" status: {status} len: {len} time: {time}",237,40,"10.11.10.1 ""POST {endpoint}"" status: {status} len: {len} time: {time}",236,31,"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: {status} len: {len} time: {time}",237,69,"{ip_address} ""POST {endpoint}"" status: {status} len: {len} time: {time}",238,26,"{ip_address} ""POST {endpoint}"" status: {status} len: {len} time: {time}",238,26,"{<*>} ""POST <*>"" status: <*> len: <*> time: <*>","IP address: <*> ""POST <*>/<*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""POST <*>"" status: <*> len: <*> time: <*>","<*> ""POST <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""POST <*>"" status: <*> len: <*> time: <*>","<*> ""POST <*>"" status: <*> len: <*> time: <*>"
245,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:01:53.157,25746,INFO,nova.osapi_compute.wsgi.server,req-64dca5a6-dde8-45f1-9e76-e001afd2caa9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.2041020",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>","10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.2041020",239,81,"{} ""GET {} HTTP/1.1"" status: {status} len: {len} time: {time}",240,26,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.2041020",239,81,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.2041020",240,81,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",241,26,"{ip_address} ""GET {endpoint}"" status: {status} len: {len} time: {time}",241,26,"<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*> HTTP/1.<*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>","<*> ""GET <*>"" status: <*> len: <*> time: <*>"
246,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:53.256,2931,INFO,nova.compute.claims,req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",E1,"[instance: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU","Attempting claim: memory {memory} MB, disk {disk} GB, vcpus {vcpus} CPU",221,27,"Instance: {instance}, attempting claim: memory {memory} MB, disk {disk} GB, vcpus {vcpu} CPU",223,29,"[instance: {instance_id}] Attempting claim: memory {memory_request} MB, disk {disk_request} GB, vcpus {vcpus_request} CPU",222,41,"[{instance}: {id}] Attempting claim: memory {memory} MB, disk {disk} GB, vcpus {vcpus} CPU",223,33,"[instance: {uuid}] Attempting claim: memory {memory} MB, disk {disk} GB, vcpus {vcpus} CPU",223,34,"[instance: {instance}] Attempting claim: memory {memory} MB, disk {disk} GB, vcpus {vcpus} CPU",223,34,"Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU","Instance: <*>, attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU","[instance: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU","[<*>: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU","[instance: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU","[instance: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
247,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:01:53.257,2931,INFO,nova.compute.claims,req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Total memory: 64172 MB, used: 512.00 MB",E17,"[instance: <*>] Total memory: <*> MB, used: <*> MB","Total memory: {total_memory} MB, used: {used_memory} MB",217,19,"[{instance}] Total memory: {memory}, used: {used}",219,15,"[instance: {instance_id}] Total memory: {memory_size} MB, used: {used_memory} MB",218,27,"[instance: {instance}] Total memory: {total_memory} MB, used: {used_memory} MB",219,25,"[instance: {id}] Total memory: {total_memory} MB, used: {used_memory} MB",219,26,"{instance}: {total_memory}, used: {used_memory}",219,17,"Total memory: <*> MB, used: <*> MB","[<*>] Total memory: <*>, used: <*>","[instance: <*>] Total memory: <*> MB, used: <*> MB","[instance: <*>] Total memory: <*> MB, used: <*> MB","[instance: <*>] Total memory: <*> MB, used: <*> MB","<*>: <*>, used: <*>"
