LineId,Date,Day,Time,Component,Pid,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
90,Dec,10,07:28:30,LabSZ,24267,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],115,20,Received disconnect from {ip}: {port} [preauth],120,15,Received disconnect from {ip}: 11: {reason} [preauth],119,19,Received disconnect from {ip}: {port}: {message} [preauth],120,18,Received disconnect from {ip}: {code}: {message} [preauth],115,19,Received disconnect from {host}: {reason} [{method}],115,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
91,Dec,10,07:28:31,LabSZ,24269,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},137,48,"Authentication failed for {user}. User: {ruser}, Host: {rhost}, UID: {euid}, TTY: {tty}",140,32,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user={user},139,52,pam_unix(sshd:{type}): {message}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},140,53,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,59,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"Authentication failed for <*>. User: <*>, Host: <*>, UID: <*>, TTY: <*>",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
92,Dec,10,07:28:33,LabSZ,24269,Failed password for root from 112.95.230.3 port 43981 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {username} from {ip_address}:{port} ssh2,117,18,Failed password for {user} from {ip} port {port} {protocol},116,18,Failed password for {user} from {ip_address} port {port} ssh2,117,19,Failed password for {user} from {ip} port {port} ssh2,112,18,Failed password for {user}@{hostname} [{user}] from {remote_address}:{port} ssh2,112,28,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@<*> [<*>] from <*> ssh2
93,Dec,10,07:28:33,LabSZ,24269,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],115,20,Received disconnect from {ip}: {port} [preauth],120,15,Received disconnect from {ip}: 11: {reason} [preauth],119,19,Received disconnect from {ip}: {port}: {message} [preauth],120,18,Received disconnect from {ip}: {code}: {message} [preauth],115,19,Received disconnect from {host}: {reason} [{method}],115,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
94,Dec,10,07:28:33,LabSZ,24271,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},137,48,"Authentication failed for {user}. User: {ruser}, Host: {rhost}, UID: {euid}, TTY: {tty}",140,32,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user={user},139,52,pam_unix(sshd:{type}): {message}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},140,53,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,59,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"Authentication failed for <*>. User: <*>, Host: <*>, UID: <*>, TTY: <*>",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
95,Dec,10,07:28:35,LabSZ,24271,Failed password for root from 112.95.230.3 port 44900 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {username} from {ip} port {port} ssh2,117,17,Failed password for {user} from {ip} port {port} {protocol},116,18,Failed password for {user} from {ip_address} port {port} ssh2,117,19,Failed password for {user} from {ip} port {port} ssh2,112,18,Failed password for {user} from {source} port {port} ssh2,112,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
96,Dec,10,07:28:35,LabSZ,24271,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],115,20,Received disconnect from {ip}: {port} [preauth],120,15,Received disconnect from {ip}: 11: {reason} [preauth],119,19,Received disconnect from {ip}: {port}: {message} [preauth],120,18,Received disconnect from {ip}: {code}: {message} [preauth],115,19,Received disconnect from {host}: {reason} [{method}],115,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
97,Dec,10,07:28:35,LabSZ,24273,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},137,48,"Authentication failed for {user}. User: {ruser}, Host: {rhost}, UID: {euid}, TTY: {tty}",140,32,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user={user},139,52,pam_unix(sshd:{type}): {message}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},140,53,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,59,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"Authentication failed for <*>. User: <*>, Host: <*>, UID: <*>, TTY: <*>",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
98,Dec,10,07:28:37,LabSZ,24273,Failed password for root from 112.95.230.3 port 45699 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {username} from {ip_address}:{port},117,16,Failed password for {user} from {ip} port {port} ssh2,116,17,Failed password for {user} from {ip} port {port} ssh2,117,17,Failed password for {user} from {client_ip} port {port} ssh2,112,20,Failed password for {user}@{hostname} from {client_addr} port {client_port} ssh2,112,27,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@<*> from <*> port <*> ssh2
99,Dec,10,07:28:37,LabSZ,24273,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],115,20,Received disconnect from {ip}: {port} [preauth],120,15,Received disconnect from {ip}: 11: {reason} [preauth],119,19,Received disconnect from {ip}: {port}: {message} [preauth],120,18,Received disconnect from {ip}: {code}: {message} [preauth],115,19,Received disconnect from {host}: {reason} [{method}],115,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
100,Dec,10,07:28:37,LabSZ,24275,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},137,48,"Authentication failed for {user}. User: {ruser}, Host: {rhost}, UID: {euid}, TTY: {tty}",140,32,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user={user},139,52,pam_unix(sshd:{type}): {message}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},140,53,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,59,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"Authentication failed for <*>. User: <*>, Host: <*>, UID: <*>, TTY: <*>",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
101,Dec,10,07:28:39,LabSZ,24275,Failed password for root from 112.95.230.3 port 46577 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {username} from {ip_address}:{port},117,16,Failed password for {user} from {ip} port {port} ssh2,116,17,Failed password for {user} from {ip} port {port} ssh2,117,17,Failed password for {user} from {ip} port {port} ssh2,112,18,Failed password for {user}@[%h] from %d port %s ssh2,112,21,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@[%h] from %d port %s ssh2
102,Dec,10,07:28:39,LabSZ,24275,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],115,20,Received disconnect from {ip}: {port} [preauth],120,15,Received disconnect from {ip}: 11: {reason} [preauth],119,19,Received disconnect from {ip}: {port}: {message} [preauth],120,18,Received disconnect from {ip}: {code}: {message} [preauth],115,19,Received disconnect from {host}: {reason} [{method}],115,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
103,Dec,10,07:28:40,LabSZ,24277,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},137,48,"Authentication failed for {user}. User: {ruser}, Host: {rhost}, UID: {euid}, TTY: {tty}",140,32,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user={user},139,52,pam_unix(sshd:{type}): {message}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},140,53,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,59,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"Authentication failed for <*>. User: <*>, Host: <*>, UID: <*>, TTY: <*>",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
104,Dec,10,07:28:42,LabSZ,24277,Failed password for root from 112.95.230.3 port 47836 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {username} from {ip} port {port} ssh2,117,17,Failed password for {user} from {ip} port {port} ssh2,116,17,Failed password for {user} from {ip_address} port {port} ssh2,117,19,Failed password for {user} from {ip} port {port} ssh2,112,18,Failed password for {user}@[%h] from %p port %s ssh2,112,21,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@[%h] from %p port %s ssh2
105,Dec,10,07:28:42,LabSZ,24277,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],115,20,Received disconnect from {ip}: {port} [preauth],120,15,Received disconnect from {ip}: 11: {reason} [preauth],119,19,Received disconnect from {ip}: {port}: {message} [preauth],120,18,Received disconnect from {ip}: {code}: {message} [preauth],115,19,Received disconnect from {host}: {reason} [{method}],115,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
106,Dec,10,07:28:42,LabSZ,24279,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},137,48,"Authentication failed for {user}. User: {ruser}, Host: {rhost}, UID: {euid}, TTY: {tty}",140,32,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user={user},139,52,pam_unix(sshd:{type}): {message}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},140,53,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,59,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"Authentication failed for <*>. User: <*>, Host: <*>, UID: <*>, TTY: <*>",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
107,Dec,10,07:28:44,LabSZ,24279,Failed password for root from 112.95.230.3 port 49133 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {username} from {ip_address}:{port} ssh2,117,18,Failed password for {user} from {ip} port {port} ssh2,116,17,Failed password for {user} from {ip_address} port {port} ssh2,117,19,Failed password for {user} from {ip} port {port} ssh2,112,18,Failed password for {user} from {source} port {port} ssh2,112,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
108,Dec,10,07:28:44,LabSZ,24279,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],115,20,Received disconnect from {ip}: {port} [preauth],120,15,Received disconnect from {ip}: 11: {reason} [preauth],119,19,Received disconnect from {ip}: {port}: {message} [preauth],120,18,Received disconnect from {ip}: {code}: {message} [preauth],115,19,Received disconnect from {host}: {reason} [{method}],115,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
109,Dec,10,07:28:45,LabSZ,24281,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},137,48,"Authentication failed for {user}. User: {ruser}, Host: {rhost}, UID: {euid}, TTY: {tty}",140,32,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user={user},139,52,pam_unix(sshd:{type}): {message}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},140,53,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,59,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"Authentication failed for <*>. User: <*>, Host: <*>, UID: <*>, TTY: <*>",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
110,Dec,10,07:28:46,LabSZ,24281,Failed password for root from 112.95.230.3 port 50655 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {username} from {ip} port {port} ssh2,117,17,Failed password for {user} from {ip} port {port} {protocol},116,18,Failed password for {user} from {IP} port {port} ssh2,117,17,Failed password for {user} from {ip} port {port} ssh2,112,18,Failed password for {user} from {hostname} port {port} ssh2,112,19,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
111,Dec,10,07:28:46,LabSZ,24281,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],115,20,Received disconnect from {ip}: {port} [preauth],120,15,Received disconnect from {ip}: 11: {reason} [preauth],119,19,Received disconnect from {ip}: {port}: {message} [preauth],120,18,Received disconnect from {ip}: {code}: {message} [preauth],115,19,Received disconnect from {host}: {reason} [{method}],115,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
112,Dec,10,07:28:47,LabSZ,24283,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},137,48,"Authentication failed for {user}. User: {ruser}, Host: {rhost}, UID: {euid}, TTY: {tty}",140,32,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user={user},139,52,pam_unix(sshd:{type}): {message}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},140,53,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,59,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},136,54,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"Authentication failed for <*>. User: <*>, Host: <*>, UID: <*>, TTY: <*>",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>
113,Dec,10,07:28:49,LabSZ,24283,Failed password for root from 112.95.230.3 port 51982 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,113,18,Failed password for {username} from {ip_address} port {port} ssh2,117,19,Failed password for {user} from {ip} port {port} {protocol},116,18,Failed password for {user} from {ip} port {port} ssh2,117,17,Failed password for {user} from {client_ip} port {client_port} ssh2,112,22,Failed password for {user}@{hostname} from {source_ip} port {port} ssh2,112,25,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@<*> from <*> port <*> ssh2
114,Dec,10,07:28:49,LabSZ,24283,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {ip}: 11: Bye Bye [preauth],115,20,Received disconnect from {ip}: {port} [preauth],120,15,Received disconnect from {ip}: 11: {reason} [preauth],119,19,Received disconnect from {ip}: {port}: {message} [preauth],120,18,Received disconnect from {ip}: {code}: {message} [preauth],115,19,Received disconnect from {host}: {reason} [{method}],115,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
